MAHS,Toan,Van,NgoaiNgu
53002640,8.6,8,5.2
53003007,8.4,7.5,5.8
53004907,8,7.75,5.8
53008684,6.8,7.25,4.4
53010039,7.2,7.5,6
53004597,5.8,5.75,3.4
53011432,7.4,5.25,2.6
53004493,6.2,6,3.4
53003103,7.8,7.75,5.4
53003814,7.4,6.25,3.6
53004816,8.2,7,5.8
53012524,8.8,7.5,8.4
53003756,5.6,5,5
53008412,8,6,6.2
53009996,8.4,5.25,6
53002331,8.8,6,3.2
53011545,6.6,7.75,6.2
53007910,7.8,7,4.8
53003104,8,8,5.6
53012450,8,6.25,4.4
53000633,5.2,6.5,3.4
53004416,5.8,6.75,3.4
53010506,6.6,7.25,4
53005045,8.8,7.75,8.8
53011512,8.4,7.5,6.8
53006481,6.2,7,4.2
53003289,8.4,4.75,4.6
53011760,7.8,5.75,4
53013332,7.4,7.5,6.4
53002999,7.8,7.25,5
53003117,8.2,6.75,5.8
53005334,8.4,6,5.2
53004612,8.2,6.75,5.8
53006372,8.6,7.5,4.8
53007694,9,8,5.4
53006392,8.6,7,4.4
53004765,5,6.25,3.6
53007751,9,8,6
53002910,8.6,7,3.6
53001057,7.4,4.25,3.6
53005896,7.6,5.5,2.6
53012310,5.2,7.5,3
53000844,6.8,6.75,3.8
53005984,6.8,5.25,2.8
53009855,7.6,7,4.8
53012767,9,7,4
53014223,7.8,6.75,5
53012278,7.2,5,4.4
53007973,6.6,7.75,6.4
53009581,7.4,6.5,3.6
53009123,7.2,6.25,6
53000367,6.4,7.25,1.6
53011849,7.6,8,5
53004918,4,4.25,3.4
53008230,7.6,6.5,5.4
53001236,8.4,7.5,3.6
53005993,8.8,5.5,2.8
53010064,8,7.5,6.4
53002507,8.6,6.25,4
53008791,8,6.25,3.8
53002241,6.6,7.5,2
53005364,7.6,7.25,3.8
53003555,9,6,6.6
53011122,6,7.08,3.2
53003757,8,7.5,4.4
53013188,6.6,4.75,3.2
53010569,9.2,5.5,4
53010011,6.8,7,4.2
53008503,8.2,7.5,7.8
53000410,6.6,6.75,3.2
53001603,5.6,6.5,2.2
53008417,6.8,6.75,7
53006259,8,7.75,4.2
53006533,6,6,2.4
53004721,8.6,7,5.8
53003991,9.2,8.75,8
53013328,7.6,7,5.8
53014156,8.2,6.75,6.4
53009670,6,7.5,4.6
53010753,7,6,5.6
53006367,9.2,6.5,7.4
53011057,8.6,7.5,6.2
53002352,5.8,6.25,3
53011284,7.4,7,4.6
53010267,7.4,7,5.4
53008195,8.2,7,6.6
53003646,7.8,6.5,5
53004651,9,7,5.8
53011087,5.6,6.75,4.8
53012387,9,9,9.2
53005682,7.2,7,5.6
53012314,6.8,8,4.6
53010787,4.6,6,2.6
53000970,6.2,7,3
53001594,8.8,7.75,4.4
53002909,7.8,7.5,4
53009531,7.4,5.75,5.6
53005553,8.2,5.25,7
53005336,7.6,7.25,4.4
53008712,3.8,7,2.6
53004357,5.8,4.75,3.8
53006033,9.2,7.5,9.4
53006193,8.4,8,5.4
53000482,6.8,6,5.4
53000370,9.2,7.5,6.6
53001517,9,6.5,8.2
53002528,6.2,5,3
53000429,5.4,7,3
53001898,7,7.75,4.8
53007581,8.2,7.75,7
53014014,9,8.5,8.6
53006431,7.6,4,3.6
53006100,7.8,5,2.6
53000560,7.2,7.5,3.2
53007092,8.6,8.25,6
53007196,8.8,6.75,6.2
53012063,7.4,6.5,5.2
53013456,5.8,6,4
53013897,8,7.5,6.2
53013782,9.2,7.75,7.4
53008231,6.4,4.25,5.2
53008261,5.6,7.75,5.4
53003426,9,5.75,5.8
53008190,8.2,6.25,4.6
53002317,7.4,7,3.4
53007504,8.8,8.5,7.8
53014101,9.2,7.5,6.8
53013781,8.8,7,5.8
53009722,8,8.25,6.2
53012166,7.6,7,4.8
53014084,6.8,6.5,3.4
53013553,7.2,6,4
53007733,7.6,8,6.8
53009270,7.4,6.5,4
53004080,3.6,6.75,2.8
53004706,6.4,6,2.4
53003725,7.6,4.25,3
53013808,9.2,7,7.2
53009046,7,7.25,4
53003277,7,8.75,4.2
53000772,6.4,6.75,3.2
53007104,8.2,8,7.8
53013085,6.8,6.75,3.8
53006270,8.2,7,7.2
53003123,8.2,8.5,6.4
53013483,9.4,7.5,8.8
53012262,9,8,6.8
53002841,7,8,5.6
53009909,6.4,6.5,4
53013451,7,5,3.6
53001719,8.2,7.5,4
53012135,7.4,6.5,5
53013740,9,6.5,7.4
53004140,8,8,3.4
53007224,8.4,7.5,8.4
53010144,7.2,8,5.4
53008225,8,7.75,5
53009394,3.8,7.25,5.2
53003036,6.4,6.75,3.6
53010660,7.4,7,3.8
53005448,7.2,7,2.8
53005695,8,7.25,4.6
53004630,5.6,7.25,4.2
53006200,7.4,8.5,4.2
53011066,7.8,8,3.6
53011766,8,7.5,5.8
53006238,8.4,7.25,5
53002735,6.6,6.5,4.2
53012778,7.6,6,4
53011620,7.6,6.75,3
53011220,3.2,7,3.2
53008828,7.2,7.25,3
53002279,6.8,7.75,3.8
53005595,6.8,7.75,4
53003734,8.2,7.75,5.4
53000754,8,7.5,6
53007362,8.2,7.25,4
53007701,9.4,8,5.8
53010509,5.2,6,4.8
53007390,8.8,7.75,7
53003980,6.6,6,3.2
53005818,6.4,4.75,2.4
53005600,8.6,7.75,7.8
53001417,8.4,7.5,2.2
53002191,7.2,9,3.6
53009452,5,7.5,4.4
53010773,5.2,8,2.8
53005868,7.4,7.75,6
53001984,9,8,5.6
53007571,9.2,8.25,8.2
53005278,6.8,7,5.4
53008543,8.6,5.75,4.8
53005870,4.6,8,3
53012913,6,6.5,3.6
53011564,8.4,8,4.4
53005996,8.4,7.5,6.4
53004052,5,6.5,3.2
53011355,7.2,7.5,3.8
53006487,7.6,4.75,3.6
53013990,5.6,6.75,2.4
53004738,6,6.25,3
53010790,7.8,8,4.6
53005019,8.4,7.25,5.4
53013920,7.8,6.75,7.8
53006379,5.2,4.25,1.2
53005739,5,6.75,2.4
53007251,8.4,8.75,7.2
53002415,7,5.75,5.8
53010247,3.4,4.75,2.8
53005834,7.8,7,4.6
53009620,7.4,7.75,8
53008350,8,7.25,6.4
53011873,9,8.75,5.8
53009013,8.2,5.75,3.8
53003401,7,5,4.4
53013148,5.2,7,4
53011809,8,8,5.4
53008208,8,6.25,4.2
53011205,8.8,7.5,5.2
53012739,7.2,7.5,4.6
53006240,7.8,6.75,4
53007406,9.4,6.75,6.2
53012723,8.6,7,5.4
53013303,7.6,7.25,4.6
53005635,7,5.25,3.8
53012896,6.4,7,5
53007737,8.2,8.25,6.4
53001428,8.6,7.25,5
53013095,4.4,8.25,5
53002761,7.2,7.5,4.8
53010264,8.4,8.25,8.4
53005352,7.6,6.5,3
53000428,8.4,5,5.8
53004425,3.6,5.5,3.6
53003304,4.6,8.5,4.8
53003738,6.2,7.75,3.2
53000866,7,7.25,4
53007489,8.8,7.25,5.6
53001815,7.2,7.75,6
53010250,6.2,5.75,5
53010372,6,4.75,2.4
53001230,9.4,7.75,4
53012003,7.8,5.75,5.2
53003268,8.8,5.75,5.2
53004328,5.8,5.5,3.6
53010140,8.2,7.25,4.4
53011961,7.2,6.5,6
53010706,4.4,4,2
53012760,8.4,8.5,7.8
53010593,7.8,7.75,5.8
53006480,7,7.75,6.2
53004248,6.4,6.25,4.8
53010169,6.2,8.5,3.6
53006537,8.6,6,5.6
53005120,6.2,6.75,4
53004619,6.6,6.25,3
53004746,7.6,6,4.6
53001099,6.2,6,4
53012142,7.8,8.25,7.4
53006899,4,5.25,2.6
53000578,8.4,7.5,8.8
53007577,8.6,7.75,8.6
53006965,3.8,5.75,3.2
53007399,8.6,7.75,3.6
53004116,3.8,6,2.4
53004642,4.8,5.5,3.6
53000164,7.6,6.25,5.8
53003054,8.8,5.25,6.4
53002360,7.8,6.25,2.2
53011976,6.6,9,3.4
53002859,6.8,8.5,4.8
53013096,5,5,2.8
53007036,7.6,7.75,4
53011262,8,6.75,5.6
53005846,8,7,4.2
53007583,7.8,7.25,5
53010978,8.4,8.5,5.8
53011598,7,7,2.8
53004845,6,7,2.6
53013831,6.6,6.5,3.8
53010677,6.8,3.5,5
53004595,5.6,6,2.8
53007296,8.8,8.25,7.6
53000517,8,6.5,5.8
53010963,6.2,8,5.2
53005487,7.6,7,5.2
53002884,7.8,7.25,4.8
53005389,8.2,7.75,7.8
53011826,7.8,7.08,3.2
53004901,6.8,6.25,3.6
53007519,8.4,7.75,7.8
53006050,8.8,8,5
53000294,4,7.25,3.4
53005359,6.8,6.5,3.6
53006987,8.8,7.75,5.4
53009056,8.2,6.25,6.4
53003063,8.4,6.5,7.2
53006205,7.6,8,6
53002452,8.4,6.25,4.8
53007087,8.2,8.25,7.6
53011710,5.8,7,3.2
53000249,7.6,8.25,6
53000153,8.8,7.5,5.8
53002743,8,8,5
53004003,6.2,6.5,3.2
53009970,8.8,8.75,7.8
53007619,9,8.75,5
53003563,5,5.75,3
53010729,7.2,5.75,3.6
53013481,7.4,6.75,4.4
53004678,7.4,7.5,2.6
53004558,6.2,7.75,3.6
53003673,7.2,7.75,6.6
53012683,7.4,6,4.2
53012244,8.4,6.75,6.4
53000417,8.4,7.25,7.4
53006359,6.4,4,3.8
53012605,7,6.75,3.8
53002473,5,7,5.4
53006853,5.4,5.5,2.8
53002538,7.8,4.5,4.4
53002698,5,6.25,2
53011200,9.2,7,7.2
53012177,6,8,4.4
53008059,8.2,7.75,4.2
53003779,6.4,7.25,3.2
53005848,7.4,6.5,6
53013284,9,7.5,4.8
53003389,7.6,7,4.6
53006418,5.6,6.75,2.8
53007517,9.2,8.75,8.8
53005723,6.4,7,2.4
53010226,7.2,5.75,2.6
53005817,7.6,4.75,3.8
53001176,3.4,5.5,1.4
53007985,8,6,6
53003081,6.4,7,5.8
53002642,3,6,4.2
53004427,7.8,6,3
53012144,6.8,7.75,5.6
53010599,4.6,5.5,3.2
53010667,6.4,7.5,2.6
53012019,8.8,7,5.8
53003838,7.8,7.25,4.2
53004409,5.2,6.5,2.8
53005771,8,7.5,5.4
53001962,4.6,6,2.6
53004524,8.4,8.5,6
53004434,6.4,7,3.4
53007569,6.8,8,5.2
53005591,7,6.75,3.8
53010644,6,6.25,4.2
53002286,6.6,7.5,3.2
53013521,7.6,9,4.8
53012900,5,5.75,4.4
53002242,6.6,6.25,3.4
53011023,8.2,7,4.8
53002250,7,7.25,2.8
53013728,6,5.5,3.4
53001590,6,7.25,3.6
53010415,5,6.5,4.6
53005977,6.6,4.5,3.4
53004456,7.2,8.25,5.2
53012174,7.6,7.75,5.4
53007819,8.6,6.75,6.4
53010043,6.2,6.75,4.6
53002521,6,6,2.6
53012151,6,6.75,3.6
53011691,7,8.5,4.4
53003943,6.2,7.25,2.8
53000994,8.4,8.25,5.6
53005426,8.6,6.25,4.6
53011053,6.2,5.75,6
53000006,6.6,5,2.2
53013488,5,6.75,3.8
53001489,7.4,6.75,5
53004399,6,7,3.4
53001139,3.6,6.75,1.8
53000215,8.2,6.5,5.2
53010808,8.6,7.5,5.6
53010166,9.4,8.5,3.8
53000640,5.4,6.75,3
53013698,8.4,7.5,6.4
53008652,9,6.25,3.4
53013115,7.8,6.5,5.2
53010323,8.2,7.25,6.4
53009690,8.2,7,5.8
53004758,8.2,7.5,4.4
53002901,8,7.75,5.6
53006518,8,7.75,4.2
53000971,8,7.75,5.2
53005841,7.6,6.25,3.6
53006639,8.8,8,7.2
53003931,8.2,6.75,7
53003438,8.6,6.5,2.8
53013441,7.2,7.5,4.8
53006947,7.8,6.5,4
53004632,6.2,5.5,4.4
53007083,8,7.5,7
53000391,8,7.5,8
53002399,2.4,5.75,1.8
53011669,6,7.25,5
53002902,6.2,7.25,4.4
53003024,7.8,7,3.8
53006186,7.6,6.25,4.2
53001914,6.4,5.25,4.2
53005679,6.8,4.25,3
53013696,7,7.5,5.6
53009087,8.4,7.42,5.8
53006858,7.8,7.5,4.6
53003720,8,7,3.2
53005498,6.4,6.25,2.4
53004406,8.2,6.25,4
53003510,7.2,8.75,6
53003987,5.2,7.25,4.8
53002174,7.2,7.25,7
53013120,7.8,6.75,6
53005865,7.6,7,5.4
53002969,6.6,7,3.6
53002175,7.6,7.75,5.6
53005155,3.8,4.25,2.2
53003998,6.8,7.25,4.2
53007076,8.8,8.75,7.2
53000596,6.8,6.75,4
53010336,7.2,6.25,4
53000743,3.4,5.75,3
53005099,5.8,6,3.4
53011695,8.6,5.75,6.8
53009159,7.8,6.75,4.4
53002389,6.8,7.75,4.4
53003380,8.4,9,7.6
53007217,7.8,7,7
53009525,8.2,7.25,5.4
53002749,7.8,8.75,5.4
53004104,8.4,7,5.6
53006250,6.2,6,2.2
53009440,6.6,6.5,4.4
53012517,8.4,6.75,5.2
53002508,6.4,6.75,3.6
53002422,7.2,7.25,5
53012510,7.8,7.5,6.4
53013801,8.4,6.75,5.8
53011456,8,7.75,5
53011483,6.2,5.75,4.6
53013256,9.2,7,4.8
53010294,8.2,7.75,4.8
53014117,5.4,7.5,4.8
53004193,7.4,7,7
53003238,7.2,8,6
53005805,7.4,7,4.6
53000581,9,7.5,5.4
53002203,7.6,8.25,5.6
53009384,9.2,5.75,5.4
53012995,4.6,6.75,4.6
53002730,8.4,7.25,5.8
53002814,6.6,6.25,5.2
53006373,8,8.25,8
53007989,7.4,7,4.4
53013742,8.8,7.5,7.2
53008966,7.6,7.5,4.4
53013532,8.2,8,6
53003591,8.6,7.25,7
53011699,8.6,6.5,4.6
53009605,8.8,7.5,5.2
53012324,9,8.25,7.2
53006618,5,5.25,2.8
53005678,8.6,6,7.8
53009455,8,7.75,5.2
53006749,3.6,4.5,3
53012591,8,6.75,5.2
53011172,8.2,5.75,5.8
53002736,7.4,6.5,5
53006774,7.2,6.75,3.2
53010598,7.2,7.75,4.6
53005460,7,3.75,2.8
53012694,7.8,6.5,7.2
53006051,7.4,7.5,7.6
53010570,7.4,5.5,3.8
53011429,6.8,7.5,2.4
53007628,8.4,8,6.2
53001667,7.4,7.5,3
53003051,7.4,6.25,5
53011261,7.6,6.5,5.6
53002663,6.6,6.5,4
53001923,8,7,3.6
53000057,5.2,7.25,4
53011729,6.8,6.75,4.2
53009954,8,6.25,6.2
53013975,8.2,8.5,6
53014086,4.8,5,4
53006162,7.4,8,5.8
53008566,8.8,7.25,8
53002720,6.6,6.25,3.2
53012490,8.4,7.25,6.2
53003125,8.4,8.5,7
53006256,7.2,6.75,3.2
53000715,7.6,7,5.6
53010631,5,5.25,3
53006944,2.2,5.75,3.2
53013937,7.4,6.25,3.6
53003314,8.4,7.25,7.8
53003029,7,6.75,7
53000739,8.4,6.75,5.8
53005275,8.2,7.5,5.2
53003480,6.4,6.25,5.4
53009376,6.8,7.75,5
53003593,7.4,6.75,6.4
53010858,5.4,5.25,3.4
53000476,7.4,7,3.2
53006280,5.8,7.5,4.6
53000439,7,5.75,5.6
53009592,8,7.5,6.2
53009772,8.8,7.75,6
53008228,5,6.75,3
53007531,6.6,7.75,5.8
53006521,7.2,8,6.6
53005412,8.6,6.75,8
53012221,8.4,7.5,5.8
53004343,4.8,7,3.2
53012328,8.4,5.75,5.2
53004641,8.4,7.75,6.8
53006467,7.6,7.5,6.6
53010386,7.2,7.75,5.4
53011167,6.4,6.5,3.8
53012119,6,6.25,4
53012098,6.2,5.75,3.8
53003388,8.6,7.75,4.4
53006277,7.6,6.25,3.2
53011649,7.6,7.75,5.8
53013974,7.8,7.5,4.6
53004979,5.8,7.5,4.6
53011506,8.2,6,3.6
53008399,6,5.75,3.4
53003891,8.8,7.75,8.6
53007365,9.2,7.25,9.2
53012919,3.4,5.25,4.6
53005325,8.4,7,4.6
53007143,8.6,7.75,7.6
53012211,9.2,6.75,5.2
53010499,5,5.75,3.2
53011428,7.6,6.5,3.8
53010222,7.4,7.75,5.2
53013172,5,6.75,3.4
53012297,7.4,6,3.6
53009672,6.8,6.5,4
53010399,8.4,6.75,3.8
53003624,7.8,7.25,6
53012016,7.4,7.25,3
53006881,3.8,3.75,2.8
53002840,8.4,7.5,4.4
53007678,8.4,8.5,7.2
53005809,7.2,8.25,5.8
53005219,7.4,8,4.8
53002193,7.6,6.5,4.6
53003921,9.2,7.5,6
53004089,9,7.25,6.4
53008007,5.8,5.25,4
53009515,7.8,7.5,7
53013445,8.2,8,5.6
53011937,6.8,7.25,3.2
53012667,8.8,6.5,5.4
53002667,5.8,6.25,3.4
53002262,5.6,5,3
53000750,6.6,6,2.2
53002069,8.2,7.5,3.8
53010363,7.2,7,4.8
53000457,7.2,7,3.4
53003165,8.4,7.5,1.6
53008297,7,9,7.6
53006244,8.6,7.5,8.6
53007976,6.2,7.5,4.2
53000261,4.4,6.5,2.6
53010136,8.8,8.5,7.6
53004631,7.8,7.75,4.4
53004818,8.2,4,4.2
53006219,8.8,8,7.4
53009256,7.8,7,5.4
53012512,8,8,5.8
53006340,8.4,8,5.8
53012148,7.8,7.67,4.8
53003478,8.4,7.25,7
53000078,7.6,6.25,5.8
53004824,5.4,6.5,2.8
53012726,7.2,8.5,5.6
53000431,4,7,3.8
53004976,7.2,6,3
53006012,8.4,8.5,7.8
53004676,7.2,7.25,4.8
53002608,7.4,6,2.6
53012854,8.2,8,7.4
53003777,7.4,6.75,6.8
53010710,5,5.75,3.8
53007211,8.4,8.25,8.4
53002366,3.4,6,1.8
53000745,7.2,6.75,3.6
53003166,8,7.5,7
53009074,7.2,8,4.6
53010515,7.2,7.25,4.8
53000141,8.6,5.75,5.4
53006764,9.4,7.25,6.2
53000314,4.8,8,3.6
53013507,7.8,7.5,6.6
53012674,6.2,6.5,5.2
53006911,6,4.75,2.4
53013995,5.8,7.75,4.2
53007247,8.4,8.75,8.2
53011449,8.4,7.5,5.6
53001245,6.8,7,2.2
53013619,7.4,8.5,5.6
53012347,8.4,7.5,6.6
53010540,7.2,6.25,3.6
53001121,7.8,5.58,3
53010434,6.8,7.25,5
53000265,6.4,6.5,5.4
53013874,6.6,6.75,5
53013482,6.8,6.75,2.6
53013768,6.2,7,4.8
53000223,4,5.75,3.6
53007909,7.2,8,7.8
53003910,7.2,7.25,2.8
53011412,3.2,4,3
53002103,8.4,7.5,5.4
53003658,6.6,6,4
53005338,7.2,6.75,3.6
53010003,9,8,7
53002246,8.6,4.75,3.2
53011326,5,7,2.6
53001302,4,4.25,3.6
53011706,8.8,9,7
53014071,7.8,6.5,4.2
53004618,6.4,6.75,3.8
53008982,9.4,7.5,9.6
53013315,8.8,7.5,5.8
53012322,5.8,8.5,4.6
53004189,7.6,7.25,4.4
53006550,7.6,7.25,5
53001600,8.8,8.75,5.6
53008860,3,3.25,2
53006850,4.8,5.25,3
53002429,5,7.5,4.2
53006228,8.4,7.25,4.6
53012115,5.8,6.75,4.4
53006738,5.2,6.75,3.4
53012906,7.8,6.5,5
53011643,6.6,6.5,3.4
53005630,9,8.25,6.4
53006891,5.6,7.25,3.8
53000868,7.6,6.25,3.4
53003098,8.4,7.75,5.4
53009828,8.4,7.75,5
53004103,9.4,7.75,7.8
53006417,9.4,8.25,8.6
53005134,7.8,7.5,5.2
53011305,8,7.75,6
53003794,4.6,3.75,2.6
53000364,7.6,7.75,3.4
53000701,6.4,7.25,3.4
53009513,7.2,7.25,4.6
53003579,7.8,5.75,5
53012419,7.2,5.5,3.4
53001478,8.4,8,4.2
53011644,9.4,4.25,7.8
53014082,6.8,6.25,3
53008768,8.8,7.25,8.8
53000871,6.2,6,2.4
53000555,6,7,4.2
53013933,9,5.75,6.4
53010320,7.8,4.5,5.4
53011732,6.8,7.5,3.6
53012879,7.2,6.75,4.6
53003228,6,5.75,3.4
53003893,8.4,7.25,6.4
53013392,8.4,7,6.2
53004043,7.6,8,5.4
53013083,5.8,7.5,8.4
53000677,3.6,7,2.8
53010053,7.8,6.5,3.6
53001034,7.8,7.25,6
53005521,5.8,5,2.2
53006299,8.2,6.83,6
53011016,7.2,7,3
53004752,7.2,6.75,4
53012445,7.8,6.75,4.4
53003150,8,8.75,6.2
53000654,7.4,6.5,4.4
53001305,8.4,6,5.4
53000946,8,7,3.8
53007275,9,8.25,7
53005694,7,7,6.2
53002300,7.8,5.75,4
53012735,7.8,6,2.8
53010154,10,8.25,8.2
53006525,8.6,8.5,5.4
53011219,7,6.5,3.8
53012349,7.4,8.5,3.8
53009597,8,7.75,5.4
53001933,8.6,8.75,7.4
53010798,5,7.25,2.8
53002383,5.8,5,3
53000059,7.4,7.75,4.8
53013142,7.4,7.25,4.2
53009546,7.4,5.75,4.6
53009579,8.4,7.25,5.8
53003600,7.8,7.75,6
53001352,4.8,5.75,2.8
53013842,6.2,5,3.8
53012787,7.8,7.75,7
53014193,5.6,6.75,3.6
53003958,6.4,6.5,4.6
53012835,7,8.25,4.8
53001375,4.4,8,3.4
53004736,6.4,6.75,2.2
53009907,9,7.5,6
53010984,8,7.25,4.4
53012976,6.4,7,3.8
53003122,7.8,7.5,4.6
53008973,9.2,6.25,7.8
53004945,6.6,8.75,3.4
53008830,8.4,6.75,5.4
53003627,7.6,8.75,7.6
53013067,6.4,6,3.8
53003914,6.4,7,4.8
53010672,5,5.75,2.8
53008406,7.6,6,5.4
53007741,8.4,8,7
53004574,6.6,6.25,4.2
53003265,6,6,3.6
53002379,7,6.25,3.6
53004085,8,7.5,5
53010564,8.2,8.25,5.8
53014232,6.2,4.25,3.8
53011293,6.8,5.25,3.8
53011039,5.8,5.75,2.6
53012581,9.4,7,6.4
53012405,7,6,4.6
53007313,7.6,6,4
53007304,8.6,7.75,5.2
53005716,8.8,6.5,4
53006338,7.2,5.5,3.8
53001397,7.4,7.75,5.6
53013699,6.4,7.75,6.4
53003243,6.6,7.5,6
53004683,5.8,6.5,2.8
53011575,7.6,7.5,2.6
53008801,9.4,5.75,6.8
53002324,6.2,5.5,2.8
53005764,8.6,7.75,5.6
53005440,7.8,8,4.2
53007372,8.6,7.75,5.8
53006297,6.8,7.75,3.8
53003021,6.2,7,4
53004634,5.8,5.5,2.6
53007839,7.4,7.5,5.8
53007484,9,8,5.6
53013390,5.6,7.75,3
53012066,5.8,6.5,3.8
53012507,7,7.25,6
53013608,8.2,7.75,6
53003381,5,7.5,2.8
53003876,7,7.75,4.6
53013777,8.4,8,5.2
53003790,8.2,6.75,4.8
53009775,8,8,4.4
53013163,7.8,6.75,7.8
53003072,8,8.25,7
53012751,9.4,5.25,7.6
53001381,6,7,4.6
53005847,5.4,6.75,4
53011907,8.2,6.5,5.4
53011776,6.4,5.75,3.4
53010047,8,6.25,5.8
53007750,9,8.75,8
53000565,9,7.5,7.8
53002843,5.8,6.75,4.4
53007707,9.4,8.25,7.2
53009942,8.2,7.5,5.8
53010606,5.2,5.5,2.6
53007869,4.8,7.25,3
53005942,7.6,5.25,3.4
53010622,7.2,7.5,4.8
53006785,6,5.5,2.8
53013425,7.6,8,6.4
53009026,7.4,7,3.2
53011901,6.4,5.75,4.8
53006813,7.2,7.25,5.2
53006077,8.8,6.75,5
53011513,8.8,7.5,3.8
53003407,5.4,5.5,4.6
53003912,7.2,7.75,3.4
53004046,7.4,7.25,4.4
53013343,8.6,7.25,4.2
53010522,4.6,5.25,3
53006510,7.2,6.75,3.8
53007944,7,7.25,7.6
53003657,7,5.75,4.2
53001742,9.2,7.5,5.8
53002513,7,6.5,4.2
53005667,8,6.25,6.6
53010038,7.6,8.5,4.4
53014281,7,7.25,4.8
53007746,8.8,9,8
53009647,6.8,6.75,5.2
53012478,5.2,4.75,3.4
53003324,8,7.75,5.6
53007548,9.4,6.75,5
53001058,6.8,6.75,3.6
53009354,8,6.25,3.6
53011519,9.4,6,7
53003590,6.2,6,3.4
53012652,7.6,7.5,3.8
53007101,9.4,7.5,5
53014170,7.2,6.5,5
53013615,7.6,8,4.4
53010838,6.6,6.25,3.2
53005711,7.6,6,3.6
53003173,7.8,7.75,5
53010845,7.6,6.25,1.8
53000320,7.6,7,5.6
53003470,8.4,7.5,6.8
53013013,8.4,6.5,5.8
53005724,7.2,8.25,5.8
53002088,8,8,5
53009390,8.8,8,7.6
53000587,8,6.5,3.6
53001154,7.2,6.25,5.6
53007922,6.2,7.5,4.2
53001651,9.6,7,4.8
53009636,3.8,6.5,3.4
53013585,6.6,7,4.8
53006926,6.6,6,2
53006534,7.8,6.75,4
53003517,6.6,7.75,5.4
53010765,7.2,5.75,4.4
53009307,6,7,3
53013031,5.8,7.25,4.6
53011800,7.4,3.75,3.4
53002428,4.6,7.25,2.4
53014234,6.4,6.25,4
53005293,8.2,6,3
53002374,6.8,6.25,2.8
53012448,8.4,6.75,5.4
53010031,7.2,6.25,4.6
53011631,7.4,7,5.4
53002326,7,7.25,4
53005697,8.4,6.25,6.2
53012644,7.8,6.5,4.6
53012251,7.2,8,6
53011473,8.4,8,6.8
53012904,9,8.5,7.6
53009209,8.2,7.5,5.2
53008945,8,7.75,8.2
53001310,5.6,6,5
53013617,7.6,7.75,4.4
53006337,8,8.25,6.6
53009990,8.6,7,7.2
53005205,8.2,5,5.8
53000795,6.6,6,3
53000520,5.8,6,2.8
53010777,5.2,6.5,4
53000978,6.6,7.25,3.2
53009052,7.6,7.5,3.6
53010319,5.8,7,4.4
53009042,6.4,6.5,5.6
53003195,8.2,7,7.2
53010177,7.8,8,7.8
53012373,7.4,7.75,4.8
53008771,7.8,6.75,3
53013679,8,6.75,5.6
53010899,8.2,6,4.8
53007439,8.8,8,7.2
53000974,7.4,7.75,6.2
53002741,8.4,5.75,5
53002738,5.8,6.75,3
53002555,7.2,6.75,3.2
53012458,6.6,6.5,4.8
53002995,6,5.25,4.4
53007908,8.8,6.5,7
53012037,8.6,6.5,7.6
53007542,8.6,7.75,5.6
53013049,6.4,6.5,3.4
53012193,6.8,6.25,3.6
53011503,7.2,6,4.2
53003540,5.2,7.75,5.4
53001475,8.8,7.5,4.2
53013940,8.8,8,6.6
53001825,4.8,6.75,3.8
53001941,8.8,4.5,5.2
53010647,5.4,5.75,4.6
53004575,6.2,6.5,4.4
53009957,8.8,7,7.2
53010027,8,7.75,8
53000285,7.4,6.25,4.6
53007523,8.2,8.5,9
53000755,7.4,7,4.4
53000834,7.4,6.25,3
53013024,7.4,8,5.2
53003639,8.6,8,8.8
53007159,8.6,7,6.8
53001904,9.6,8.75,9.2
53007965,5.2,6.75,5.2
53008937,5.4,4,3
53002940,7.6,7,5
53008144,8.4,7.25,7.4
53003847,7.6,6.5,4.2
53006515,8.4,7,3.8
53000986,7.2,6,2.4
53000441,8.2,8,4.8
53009439,8,7.75,2.8
53003309,8.6,8.5,7.8
53009693,7.8,8.25,7.6
53000485,8,7.5,6.6
53006572,7.8,7.75,4
53010909,6.4,6.5,2.8
53012201,6.2,6,3.2
53007888,5.6,7,4
53011239,9,6.75,3.8
53013150,7.8,7.75,5.6
53012918,9.4,8,6.4
53012480,7.2,4.75,3.2
53000674,6.2,5.75,4.4
53009710,8.4,8,3.6
53009040,5.4,6.5,3.4
53001289,8.6,7.5,5
53012700,8,7.5,6.6
53010956,7.6,6.5,4.8
53004980,8.4,7.5,4.8
53012070,7.2,6,5.8
53002962,5.8,7,4.2
53008908,8.4,8.25,5
53007132,8.8,8,7.8
53011257,7.2,7.25,4.4
53002021,8.8,7.75,5.2
53005812,6.8,6.25,2.8
53000679,7.6,7.5,4.8
53000666,7.2,7,6.6
53002213,8.6,7.5,6.4
53011210,4.2,6,3.8
53012882,7.6,4.5,4.2
53000529,8,6.25,6
53009037,6.6,5.75,4
53012321,7.6,6.75,5.6
53001187,7,6.75,4.8
53002691,7.4,7.25,5.8
53006199,8.4,8.25,6
53000543,7.6,7.25,5.2
53013293,7.6,5,4.2
53006735,5.2,4.25,2.8
53012344,8,6.75,6.2
53003099,8.4,6,3.8
53011754,6.6,8,3.6
53010925,6.4,7.5,4.4
53008900,9,8.25,9.2
53014033,5,6.25,2.2
