MAHS,Toan,Van,NgoaiNgu
53014266,7.8,7.5,5.4
53012619,7.2,7.75,5.6
53008613,8.4,8.25,8.2
53011118,6.4,6.25,5
53003392,8.2,7,8.4
53002721,4.2,6,3.6
53008421,8.2,7.25,6
53014100,7.8,8.25,6.4
53003169,9,8.25,6.4
53004385,8.8,6.25,5.4
53011492,6.2,6.75,3.2
53000825,7.6,6.25,5.8
53012439,6.8,6,4.2
53001312,7.2,6.25,4.2
53003282,7,8,6.2
53010000,5.2,6.5,4
53002487,4.8,4.75,2.8
53010114,5.6,7,3.8
53009362,7.8,7.5,5.2
53010007,7.2,8.75,5.4
53010327,6.8,6.25,6
53004506,7.2,6,2.8
53007355,9,7,5.6
53006386,8.8,5.25,3.8
53004637,8.6,6.75,4.8
53005946,5.6,7,3.8
53005727,9,8.5,7.4
53010781,5.8,6.5,2.6
53013026,8,6.25,3.6
53007810,5.2,5.5,5.4
53012013,6.6,7.75,4.4
53008472,7.8,8.25,6.2
53002628,6.4,6,2.6
53011475,6.2,4.75,3
53005165,8,6,5.4
53005819,4.4,7.25,5
53003849,7.4,7.25,3.2
53001210,7.8,7.5,6.4
53013075,7.2,8.25,3
53004195,6.8,7,3.4
53005686,6.8,5.5,4.2
53000295,3.6,7,4.2
53014102,7.2,7.75,4.6
53005006,6.2,7,3.4
53014208,8.2,7,5
53013527,8.4,8.25,6.8
53005645,7.6,8,6.6
53013386,8,7,7.2
53008258,8.4,5.5,4.2
53008688,9.4,7,9
53007829,7.4,7,3.4
53007008,8.2,7.25,7.8
53012969,9.2,8,8.2
53005880,8.8,6,3.4
53003904,7.6,8,5.4
53001703,7,6.25,5.2
53001195,4.6,4.75,3.6
53001630,7.8,7.25,7.8
53002009,8.2,7.5,3.8
53008530,9,8.5,9
53006246,7.4,6.5,6.6
53007501,8.6,8,8.6
53006560,5.6,6.5,2.6
53008387,7.6,6.75,5.6
53001092,5.2,7,2.8
53002537,7.2,6.5,3.4
53001554,7,6.25,3.4
53000087,7.8,7.5,5
53004652,7.4,8,4.8
53011689,6.8,6.5,5.8
53003369,8.2,6,6.4
53006907,5.2,7.75,2.4
53013750,8.4,6.75,3.6
53009197,7.2,5.75,3.2
53002368,6.4,5,3.4
53005462,7.4,6.25,3
53006619,8.6,6,2.2
53013057,7.8,5.5,4.4
53012469,8.6,6.75,5.4
53013722,6.8,6.5,4.2
53003831,8.2,7.5,5.2
53006943,4.4,6,3
53005519,6.8,6.25,3.4
53006265,6.4,7,4
53003075,6,7.5,2.2
53001059,9,8,8
53003652,7.2,6.25,2.8
53007912,7.4,7,4.2
53012378,5,6.5,4.2
53013500,8.2,6.75,5.8
53003614,5.6,7,6.2
53007460,8.4,8.25,4.8
53009776,8.6,7.5,5.4
53010825,6,7.5,4.2
53005304,6.6,5.75,3.4
53006034,9.4,7,7.6
53006602,9,7.5,5
53011135,8.2,6.25,4.8
53009978,8,6.75,6.4
53012368,6.2,7.25,2.8
53003654,6.4,6.25,3.4
53000709,7.4,6.25,3.8
53003615,7.8,6.5,2.8
53006062,8.6,6.5,2.8
53003394,9.4,7.5,8.8
53013620,7.2,8.25,6.8
53008859,8.6,7.25,6
53007659,7.2,8.5,6
53013554,4.6,5.75,2.4
53007532,8.6,7.5,7.6
53001707,9,7.75,4.6
53003581,7.6,6.5,5.2
53002492,5.8,5.5,3.2
53013244,8,7,5.8
53011845,6.6,6,5.4
53012929,7.2,8,5.6
53001888,8.4,7.5,5.4
53000398,6.2,6.5,3.2
53007368,8.8,7.5,7.4
53011410,5.6,6.25,1.8
53004501,5.4,6.75,3.2
53011216,7,7,4.6
53007450,9.2,8,5.2
53012245,6.8,7.25,5.6
53006099,8.6,8,8
53011675,8,6.75,5.2
53010295,7.8,4.5,5.2
53005437,6.4,7.5,3.4
53003454,8.4,7.25,5.8
53006029,7.8,7.75,5.8
53005466,9,6,6
53003619,5.4,8.25,4.8
53004600,4.2,6.25,4
53000389,7.2,6.25,4.6
53004756,7.4,6.25,8.2
53001104,8.4,6.25,3.8
53013538,8,7.75,6
53011388,8.4,7.25,5.4
53011264,6,5.5,3.4
53006526,7.8,6.5,4.2
53005794,8.4,7.25,3.6
53005789,8.6,7.5,7.8
53001079,4.4,5.25,2.8
53011692,8.2,7.75,5.6
53013593,8.2,5.75,5.4
53001821,6.8,7.5,4.6
53011769,8.2,7,5.2
53011495,7.2,7,4.2
53001958,5.8,5.5,4
53007263,8.4,7.5,6.6
53012572,8.8,6.75,5.4
53007567,8.8,9.25,8.6
53011517,8,7.25,4.2
53002465,8.4,7.75,5.2
53013912,7.6,6.25,3.6
53000333,7.2,6.75,3.4
53004662,7.4,8,6.4
53003789,6.6,4.5,6.2
53004809,7.6,7.5,2.6
53012428,8.6,7.75,6
53006184,8.8,8.5,5.6
53001396,8.2,8,6.6
53005297,8.8,6.5,4
53008042,7.8,8,4.2
53006843,6.2,2.75,2.6
53003365,8.4,7.5,6.2
53006734,4,5.5,2.6
53002483,4.8,7.25,2.4
53011730,7.4,7.75,5.6
53003216,9,7,5.2
53004707,5.6,5,3
53011930,4,7.5,3.8
53000582,7.6,7.75,5.8
53006477,8.4,8,4.2
53006949,2.4,4,3
53003957,6.8,6,2.6
53007232,8.2,8.25,7.2
53005381,7.8,6.75,5.4
53000493,7.8,7.75,4.6
53014239,5.4,7,6.2
53008062,8.4,7.25,4.2
53001160,5.2,6.5,4.8
53003816,7.2,6.25,4.8
53009545,8.4,8.25,7
53000760,8.2,8,4.4
53006084,4.8,6.5,2
53006120,9,7.5,7.4
53008911,8,7.75,8
53010584,8,8.75,5.4
53007151,8.2,7.75,8.8
53007348,8.2,7.75,7.8
53002058,7.4,6.75,6.4
53014050,8.6,8.25,6.6
53011114,7.6,6.75,3.6
53006314,8.2,8,5.4
53003387,4.8,6,4.6
53012997,6.8,6.25,4.4
53000462,7,7.75,5.6
53006543,8.4,6,3.8
53009324,8,7,5.6
53013080,6.4,5,4.2
53007163,7.6,8,5
53009626,8.8,7.5,6.8
53012978,7.4,5,4.4
53010455,8.2,6.25,5.6
53012506,8.8,8,7.6
53012658,7.2,7.75,5.2
53001605,8.4,8.5,8
53004185,7.8,6.75,2.4
53004079,8,7.25,7
53002337,7.4,7,4.6
53006766,6,6.5,3
53011637,6.4,7,2.2
53012516,8.6,6.75,7.4
53006530,7.4,6,4.2
53002937,7.4,7.25,3.6
53002982,6.2,7.5,4.4
53010643,7.6,6.25,3.2
53012763,6.4,6.75,2.6
53003765,6.8,7,4.2
53009927,8.8,8,3.2
53007560,7,7.75,4.8
53007795,4.6,6.5,4.4
53013274,9,8,4.4
53000184,5.8,7.25,3.8
53008398,6.4,5.25,3.4
53013610,6,6.25,3.6
53001937,7.8,8,5.4
53008349,7.2,5.5,4.8
53000041,8.4,8.5,6.4
53008313,7,5,5.2
53012715,7.4,6.75,5.8
53002880,7,6.75,4.4
53001722,7,7,3.4
53000886,4.6,5.5,2.4
53000160,7.6,6.5,5.2
53002277,7.4,6.5,5.4
53011276,8.4,7.5,7
53012917,8,7.5,5.8
53009089,8.8,8.5,5.8
53005892,6.4,5.75,3
53013246,8.2,8.5,8
53011468,7,7.5,5.6
53004055,8.6,8.5,6.2
53005273,5.6,6.5,4
53012705,7.4,7.25,2.8
53006095,8.4,8.5,6
53003729,7.2,6.75,7.4
53010097,6,7.42,6.2
53001288,5.6,7,2.4
53003595,5.8,6,3.4
53001159,7.4,4.75,5.2
53007588,7.6,8,6.6
53008136,6.2,5.75,1.6
53001934,8.2,7.5,5.8
53011685,8.6,7.5,7.8
53011109,8,6.83,5
53003962,7.2,7.5,3.6
53006455,6,6.75,1.8
53011019,8.2,6.75,4.4
53001033,7.4,8.25,4
53013411,6,5.75,3.8
53013868,8.6,7.25,4.6
53010286,5.8,5.75,3.4
53013829,8,6,6.4
53001621,7.8,5.75,7.6
53000308,7,6.75,5.4
53007982,7.6,6.5,4.2
53000912,3.4,6,2.6
53004036,8,6.75,3.8
53001819,7.8,7.75,4.2
53002668,4.2,7,4
53002597,3.8,6,2.8
53000492,8,7.25,4.2
53001952,8.6,7.25,4
53013480,7.2,5,4.6
53003733,9,7.75,7.2
53009654,7.6,7.5,4
53005445,8.2,5.75,6.2
53008886,8,6,6.2
53013924,8.4,6,3.8
53009097,6.8,6.5,5.2
53004805,9,7.5,5.8
53007675,8.8,7.75,4.8
53002265,7,6.75,4
53012346,9,7,7.2
53005314,7,6.75,4.8
53009860,9,6.25,5.2
53010527,7.4,6,5.2
53002180,8,7.75,5.8
53008173,7.4,6.75,6.4
53009283,7.8,5.5,3.8
53014200,7.2,7.5,5
53002972,6,8,4.8
53010133,7.2,6.75,4.6
53002868,9.2,8.25,6.6
53005506,6.4,5.75,4.4
53008102,8.8,7,6.4
53010799,6.2,6.75,4
53011294,7.8,6.5,3.2
53000277,9.2,7,8
53008217,6.4,4.25,2.6
53012127,7.2,8,4
53000594,8.4,8.5,8.4
53007377,9.2,7.75,6.8
53003280,7.4,6.75,6.6
53009879,4,6.25,4
53004527,6.8,5.25,2.6
53000206,7.2,8,5.8
53013647,6.8,7.75,3.6
53000789,5.4,6.25,3.2
53010960,6.4,4.75,1.6
53002177,7.6,7.75,6.2
53011461,9,7.25,6.2
53000659,7.6,6.5,3
53012077,6.4,5.25,2.6
53001423,7,8,7.2
53003416,7,7.25,6.4
53010887,4.6,5.5,2.8
53008178,5.6,6.25,5
53011357,9,7,6.4
53011328,6.6,7.5,5
53009417,7.4,7.75,4
53010544,7.2,8.5,5.2
53001935,9.2,7,5.2
53011983,5.6,7.25,2.8
53007371,9.4,9,8.8
53011335,8,7,5.6
53004466,5.4,6.75,3.6
53007307,7.8,7.75,4.8
53011286,7,7.5,5.4
53006166,7.6,6.75,4.6
53013087,2.8,4,1.6
53002977,7.8,7.75,5.8
53012223,8,7.25,5.4
53011654,6,7.25,4
53004172,7.6,7,5.8
53004402,7.4,6.5,3.4
53010203,5.8,7,5
53010260,4.8,5.75,4.4
53004403,7.6,6.75,4.2
53013751,7.6,7,5.2
53005224,3.6,7.25,2.4
53012998,6.4,6.5,3.8
53009473,9,7.25,4
53010305,5.2,6.25,5
53001728,6.2,7.5,4.8
53005709,9.2,7.25,7.8
53011092,8.6,8.25,6
53005759,8.8,7.75,6.2
53001036,6.6,5.5,3.2
53005685,8.2,5.5,4.2
53011841,7.2,8.25,4.4
53007086,7.8,7.25,4.8
53012734,6.6,7,5.6
53008575,9,5.75,7.4
53000292,9.4,7.75,9.2
53009284,8.8,6.25,3.2
53013478,6.6,6.25,4
53011898,7,5.25,2.8
53010794,7,7.5,3.2
53011750,8,6.75,5
53008058,7.2,3,3.6
53001028,8,6,5.4
53014146,7.8,6.25,2.2
53002218,8.6,9,6.2
53012097,6.4,7.75,4.8
53009730,6,6,3.8
53004639,8,5.75,6.8
53005214,8.4,7.25,6.6
53001597,8.6,7.75,4.6
53000927,8,5.25,5.2
53011977,4.4,6.5,3.4
53003246,6.6,7,5.2
53010254,8.4,7.25,6.6
53004120,5.4,7.25,3.8
53014228,7.4,7,4.6
53000291,5.8,7.75,3.2
53012317,7.8,6.75,4.2
53013595,8.6,8.17,4.8
53007105,9,7.25,6.2
53008055,8,7,5.2
53002923,6.8,6,4.4
53012566,6.2,7.5,4.8
53008713,8,8.25,6.2
53012125,6.2,8,6.4
53002842,6.2,5.5,2.6
53012197,7,7.5,4.8
53000180,7.2,5.58,5
53000083,8.8,6.75,6
53005245,7.6,7.5,3.6
53010147,7.2,8,4
53009634,4.6,5.5,3
53009172,6.4,6.75,3.6
53003194,7.4,7.75,5
53012043,4.6,7.25,5
53009732,8,6.5,6.6
53010516,7.4,7.25,4.6
53003545,9.2,7.5,7.8
53013071,6.4,6,2.8
53005811,5.6,7,3
53013520,7.4,8.25,4.6
53004883,8,7.5,4
53004671,6.6,7.75,3.2
53011037,8.2,8,6.4
53009195,8.2,7.75,6.6
53007539,7.6,8.5,8.6
53000783,4.4,5.25,2.2
53000147,8.4,8.75,8
53001270,7.6,7.75,6.4
53011632,7.4,6.25,3.8
53002044,8.2,7.25,6.4
53009094,6.8,6.75,4.6
53007243,7.4,7.75,8.8
53001593,7.6,8.5,4
53009067,8,7.25,5.2
53010769,4.8,5.75,2.8
53009506,4.8,6.5,2.2
53007596,8.6,5.75,5
53001948,7.8,7.25,6.2
53002543,7.6,6.5,3.2
53008901,8.8,8.75,7.6
53009370,7.4,8,5
53001249,5.6,6.25,3.6
53010300,7,6.75,5
53009503,9.2,8.5,7.4
53007349,9.2,7.75,5.8
53000598,7.6,7.75,5.6
53002586,6.6,6.75,5
53004967,8.2,6.25,4.8
53009640,8,7,3.4
53003177,8.2,8.75,6.6
53001027,6.2,6.5,4.6
53013962,9,7.25,6.8
53010385,8.2,7,6
53000530,8,7.25,6.2
53013164,6,7.25,2.8
53012828,9,7,5
53013671,7.6,7.5,5.2
53007643,7.4,6.5,6.8
53005092,7.8,6,4.2
53001298,6.6,6.5,4.4
53010454,6.4,6.5,4.8
53003312,7.8,5,3.4
53008416,7.4,7,5.6
53011392,7.6,7.75,4.6
53005791,7.6,8,6
53004966,5.2,5.5,2.8
53003952,7,7,5
53005221,6.4,7.5,2.4
53007002,8.6,6.75,7
53003631,7.8,6,4.6
53013571,5.8,7.75,4.2
53004047,7,8,5.4
53009271,7,7.25,3.8
53000631,5.2,6,2.6
53009880,7.4,7.25,3.4
53012971,7,7,5.4
53003257,8.2,7.25,5.4
53006177,6.2,7.5,4
53014271,8,9.25,7.4
53003477,8.2,7.25,4.8
53010551,6.6,5.25,5.2
53005250,8.2,7.5,8.4
53013171,6.8,4.25,3.4
53002150,7.8,7,4.4
53003010,8.2,6.75,5.2
53013295,7.4,6.5,8.6
53005864,6.8,5,4
53002496,4.8,6.5,4.8
53008443,8.6,6.25,5.2
53012204,7.2,6.25,3.8
53011072,8.2,6.75,4.6
53000554,5.6,7,5
53007899,8.8,7.5,6
53013145,6,7,1.8
53005298,4,4.25,4
53010476,8.4,7.75,5.8
53007943,6.4,7,3.2
53007333,8.8,8,7
53008155,2.8,5.5,6.2
53003396,8,5,4.8
53005836,7.2,7.5,4.4
53001822,8.6,7,5.2
53009076,7.2,6.25,5.2
53010835,5.6,7.25,3.6
53005499,7.4,6.5,3.6
53007592,8.8,8.75,7.8
53003574,8.8,6.5,8.8
53002826,5.4,7.5,6.2
53006923,4.8,4.25,2
53002182,8.6,8,5
53001072,7,6.25,5.8
53008894,9,7,5.6
53011250,7.6,6.25,3.6
53007871,6.8,4.5,4.4
53006863,6,6.75,1.2
53013131,6.8,6.5,4
53010401,7.4,8.25,6.8
53003807,6.4,6.83,4.8
53002014,8.2,7.75,3.6
53005507,8.2,7.25,4.2
53010771,9,6.25,3.6
53011850,9.2,7,4.2
53010827,5.4,5,5.2
53009572,9,7.25,7.4
53003691,6.2,6,2.4
53012574,9,6,4.8
53012529,7.8,6,3.8
53010759,3.6,5.5,2.8
53012729,5.6,6.33,5.8
53000769,8.4,5.75,7.2
53001391,8,6.75,4.6
53012618,6.2,7.25,5.6
53000991,6.6,6.25,4.6
53007336,7.8,7.75,4.8
53010093,7.8,8,8.2
53011556,6.6,6,3.2
53002398,7.8,6,5.2
53001278,4.4,5.75,3.4
53004124,5.6,6,3.6
53010280,5.8,6.5,3.4
53000942,6,6,2.8
53013752,7.2,5.75,1.8
53005036,3.2,5,2.4
53000310,8.6,6.25,6.2
53000135,8.6,6.75,5.6
53005090,7.4,6.5,2.8
53005636,8.6,7.75,7
53004554,7.8,7.5,3.4
53005089,6,8,1.8
53011810,7.8,7.75,5.6
53012357,8.2,7.5,5
53003534,4,7.5,5.2
53005534,7.6,7.25,5.8
53000361,7.8,6.5,4.2
53011095,7.8,6.75,5.4
53009272,7,5.75,4.2
53004038,5.8,6,3.6
53008323,7.6,4.75,3
53001445,8,7.75,6.8
53012844,9.4,6.75,5.6
53002714,7.8,6.5,4
53010098,5.2,7,3.6
53001661,9.2,9,7.2
53011042,7.6,6.75,5
53011588,6.6,6.5,2.4
53013753,6.6,8.25,3.8
53000541,8.6,7.5,9.4
53011069,6.6,6.25,4
53005457,8.4,7.75,4.8
53001748,7.2,8.25,5.2
53003636,8.2,8.25,6.2
53009891,8.8,7.5,6
53000168,9.6,6.25,7.2
53006729,5,5.75,2.8
53008303,6.8,6.25,4.4
53005538,6.2,6.25,2.2
53000953,8.6,5.25,4.4
53004532,4.2,6.83,3
53011549,6,5.75,2.6
53009701,8,5,4.2
53003811,8.2,7.5,8.2
53005291,4.6,5.5,2.6
53011569,8,6.5,4.4
53002225,6.6,7.75,4.2
53003339,8.8,5.25,8.8
53000486,5.6,7.75,4.6
53004714,6.6,5.25,3.2
53011471,7.6,7,4.2
53009719,8.6,8,7
53003526,8,7.5,4
53009574,8.8,8,5.6
53007434,9,9.25,8.2
53012663,4.6,7.75,4.2
53000734,5.6,4.5,4.8
53002130,6.6,6.25,3.4
53003443,6.6,6,6.2
53011059,9,8.75,3.8
53012102,6.4,6.5,3.8
53013012,3,6.75,3.2
53010898,7.4,5.25,3.2
53013294,7.8,8,5.6
53012173,7.2,8.25,5.4
53000539,6.4,7.75,3.4
53004002,8.6,7.75,6.6
53000193,9,8,8.6
53012749,6.8,7.5,5.2
53009796,8.2,7.75,5.2
53004982,3.8,6.75,2.6
53011145,6.6,6,3.4
53014094,8.2,6,3.6
53000686,7,6.25,4.4
53000627,7.8,7.5,6.8
53000751,8.2,7.75,5.2
53013612,7.4,7.5,5.6
53009658,8,7.25,4
53007939,7.2,7.5,3.4
53013210,6.6,6.5,3.6
53011555,6.6,6.75,4.2
53013543,9,8.25,9.2
53006335,8.8,8.5,8.4
53000183,7.4,6.5,3.6
53004760,8.8,6.5,5.6
53002446,6.4,7.25,4
53004645,7.6,6.25,3.8
53010894,6.8,6.75,4
53003146,9.4,9.25,8
53005112,6.4,5.5,3
53007488,8.6,7.25,5.6
53013805,7.4,6.75,5.6
53011726,6.8,4.5,2.2
53001996,8,7.5,5.6
53005141,7.4,7.5,4.2
53007417,9,6.75,7.8
53004834,8.2,7.25,4.6
53001676,7.6,8.25,6.4
53006736,6.4,6.5,2
53012463,7,7.75,4.8
53007687,8.8,9,8.2
53000736,4.4,7,3.2
53011924,7.4,7.75,3.8
53002944,8.6,8,7.2
53004268,6.2,7.5,5.4
53006422,6,6.25,4.2
53001082,5.2,7,3.4
53007210,9.2,7.5,8.4
53008441,8.2,6.75,5.8
53000233,6,4,4.6
53001259,3,4.25,4.8
53002091,8.6,8.5,8
53009556,8.4,7.5,5.2
53003271,8,6,7.2
53012350,7.6,7.75,5.2
53013639,7,5,5.6
53001459,7.8,7,3.2
53002414,6.6,7.25,3.2
53011386,8.6,7.25,3.4
53013534,6.8,6.25,4.6
53006576,7.8,7,3.6
53002787,6.8,7.25,5.2
53002581,6,6.5,2.6
53011377,8.6,6.25,5.4
53004960,8.8,7.5,5.6
53006215,8.6,5.75,4.4
53005362,5,5.75,2
53003295,7.2,6.5,7.2
53002676,7.4,7,7.4
53013758,9.4,8.25,4.8
53008427,7,6,4.6
53006489,4.6,6.25,4
53003415,7.6,9,6.6
53013941,6,7.5,4.8
53005182,5.4,6.5,3.6
53005146,8,4,3
53011116,5.4,6.5,2.6
53009309,7.2,7.5,4.2
53013121,7.4,6.25,7.2
53002926,5.2,5.5,5.2
53004175,7.6,6,4.6
53009844,8,7,4.2
53000562,5.8,7.5,3.6
53005862,7.2,6.5,2.8
53001943,7.4,7.75,4
53000718,6,5.5,2.4
53000396,8.6,8.5,5.8
53010841,7.6,5.5,3.2
53013747,6.2,7,6.6
53010244,6.6,6.5,3.2
53003990,7.4,7.25,5
53011892,7,7.25,5
53000744,4.6,6.5,3.6
53002766,7.6,7.75,3.8
53013405,8.4,8,5.8
53004633,7.8,7,4.4
53006009,7.8,7.25,5.2
53011756,5.2,5.75,3.8
53006076,8.8,4.75,3.8
53010503,6,5.75,4.6
53011398,6.2,6.75,1.6
53012008,6.6,8,4
53009169,7.6,7,4.6
53013541,5.8,6.25,3
53010345,7.8,6.75,5.2
53004261,5,5.5,2.6
53000085,7.8,5.75,4.8
53008892,7.6,7.25,6.4
53009727,8,7.75,4.4
53009104,7.4,7.25,4.2
53000371,5.4,6.5,4.2
53001156,6,4.75,3.2
53011799,8.8,7.5,4.6
53009588,8.4,7.75,5.4
53013461,8.2,8.25,6.2
53002633,5,7.25,2.6
53002211,6.4,7.25,5.4
53005353,5.8,8.25,6.4
53009936,7.8,6.92,7.4
53006144,7.4,5,2.6
53002332,6.6,5,3
53010819,6.2,5.75,4
53007245,7.8,8,7
53005643,8,7.5,4
53003316,9,7.25,7.6
53003815,6,6.25,4.4
53008598,8.2,7.25,5.8
53003586,8.4,7,4.2
53001867,8.6,9.5,7.6
53001271,8,6.5,5.6
53012105,7.2,7.67,5.6
53011988,8.6,8,7.8
53013359,7.8,7,3.8
53014049,8,7.5,4.6
53011311,7.4,5.75,4.6
53012898,7.4,5.5,5.6
53000197,6.4,6.25,3.4
53007809,7.8,6,5.2
53002276,7.2,6,3.6
53005059,8,8.25,5.6
53010490,6.8,9.25,4.2
53008442,8,7.25,4.6
53002612,4.2,5.5,3.4
53000443,8.4,6,5.2
53010354,7,6.5,3.4
53012596,7.4,6.5,5.4
53011889,6.6,7,4.4
53013123,5,6.75,3.6
53006472,7.6,6.5,6
53005916,8.4,6.5,4.8
53004882,7.6,5.25,4.8
53013860,4.6,7,4.2
53004836,8,7.5,4.8
53011426,5,8,6.4
53008247,8,6.5,7
53002168,8,8.25,4.4
53012812,6,6.83,3
53000397,8.2,7.75,7
53000339,8.4,8.5,6.4
53000414,7.4,6.5,6.2
53007979,5.4,5.75,4.2
53012864,7.2,7.75,5.2
53006514,5.6,6.5,2.2
53003728,6.6,6.5,4.8
53002403,7.8,6.5,5.6
53002930,6.6,7.5,3.6
53000907,5.2,5.5,3.4
53004724,5,6.25,3.2
53000979,6.6,6.75,3.4
53011965,6.4,6.5,3.4
53008877,8.4,7.25,7
53010006,8.6,8,5.6
53012389,7.8,7.25,8
53006093,8.6,7.25,4.8
53009607,8,6.75,5.6
53005081,6.6,8.75,3.6
53009849,8.2,7.58,5.4
53005837,5.8,5.75,3.6
53006910,3.6,6,2.8
53000494,3.2,5.25,3
53002808,5.2,5.25,4
53013785,9,7.75,6.6
53003133,8.2,8.75,7.4
53010204,7,5.75,2.6
53004153,6,7,3.6
53000714,6,6.75,3.6
53008300,2.2,5.5,3.2
53013280,9,8,7.4
53000956,8.4,7,5.8
53011285,5.2,6.75,2.8
53001250,8,7.5,4.8
53014213,8.8,8,7.6
53012552,8,6.75,3.2
53009206,7.8,5.75,6.6
53006959,7.4,6.75,5.6
53009551,8.8,7.5,5.8
53012975,5.4,6,5.2
53012570,8.4,6.75,4.2
53012339,6.4,6.75,3.8
53002674,7.6,7.25,4.2
53002312,8,7.25,5
53008634,8.8,7,8
53013572,8.6,7,6.6
53003845,8.4,8,7.8
53014214,8.2,7.25,5.2
53011703,8,8,6.2
53012784,9.2,5.83,6.2
53003222,9,6,5.2
53011693,6.4,5,2.6
53007356,8.8,8.25,5.2
53002806,5.4,7.5,3.2
53013900,7.2,7.25,3
53005988,7.6,6.75,4.6
53013959,7.4,6.5,4.2
53009099,7.2,7,4
53007703,8.2,9,8
53007493,8.4,7.75,7.6
53002519,6.2,7.5,3.2
53004700,6.6,5.5,2.6
53014145,7.6,8,3.8
53012547,9,8,7.6
53014252,4.2,7,3.8
53008085,8,7.25,4.2
53000128,6.6,6.75,2.2
53000450,7.2,7.25,5.8
53004792,8,4.5,3.8
53012333,7.2,6.75,4.4
53000097,6.4,6.75,3.4
53006141,8,8.5,6.4
53012939,8.4,6,4.4
53005270,7.8,7.25,6
53000048,9,7,7.6
53006607,8.8,8,6.8
53003297,8.8,7.5,5.4
53008241,8.6,8,7.6
53008940,8.6,6.5,8.8
53009813,7.8,7.5,4.2
53002476,7.4,6.75,1.8
53005374,6.4,7,4.4
53011904,6.6,6.5,3.6
53006096,5.6,8.25,3.2
53013486,7.4,9,4
53001647,8.2,8.5,4.6
53007754,6.8,6.75,6.6
53009845,5.6,6.5,4.2
53002557,7.2,5,2.6
53002592,6.8,7.5,3.8
53013471,7,7.5,4.6
53001812,7,6.75,7
53002554,7,7.25,4.6
53012384,6,6.75,5.4
53005934,4.8,6,2
53003100,7.8,8.25,4.2
53005825,6.8,6,4.2
53006469,8,7,7.4
53004556,7.2,7.25,4.4
53007781,8.4,6.75,8.6
53012004,8.6,7.75,4.8
53010269,7.6,6.5,4.6
53004932,4.8,6.75,2.8
53011446,7,6.5,3
53004212,7.8,6.25,4.4
53003397,6.4,5.75,5.2
53001746,8.8,7.75,6.8
53002252,8,6.75,3.6
53012406,9.4,8.25,7.6
53006309,5.2,6,2.6
53002047,7.8,7.25,4.2
53007266,7.6,7.25,8
53013852,8.6,8.25,7.2
53001464,3,6.5,2.4
53007325,8.4,9,6.8
53002255,7.4,7.75,3.4
53011962,8.6,7.25,4.6
53010602,6.8,7.5,5.4
53000023,6.6,7.25,5.2
53011424,8.2,6.25,4.2
53007032,8.4,7.25,4.2
53005257,6.8,6.75,4
53004091,4.2,6.25,2.8
53003233,6.6,8.25,4
53009154,8.6,7.75,5.4
53004629,7.6,7.25,4.8
53011784,6.4,7,4.2
53004130,8,5,4
53012341,6.6,5.75,5.4
53004709,4.6,7.25,3
53002662,6.4,7.25,4
53003626,7.2,9,5.2
53011741,5.4,6.5,3.6
53001520,4.8,6.5,4.6
53001356,9,6,4.2
53006258,8,6.75,7
53000774,8,7.25,4
53010045,8.2,7.58,6.4
53010814,4.8,5,2.4
53010020,7.2,7,5
53009290,7.4,7.5,3.6
53000268,7.8,7.75,7.2
53002093,7.2,7.25,5.2
53003524,9.4,8,7
53005047,6.2,5,4.8
53011581,8.6,8,6.4
53012386,5,5,3.2
53010233,4.4,7,3
53004705,8.6,7.25,7.8
53001196,8.2,7.75,7.4
53003732,7.4,7.5,5.6
53006381,7.8,6.5,4.4
53003462,7.6,7.5,4.6
53008376,8.8,6,4.4
53006391,7.2,5.5,3.4
53012099,8.4,6.5,4.8
53001202,7,6.25,4.2
53010391,8.2,7,5.4
53004355,5.6,7.5,4.4
53013252,8.2,7.75,6
53000440,7.4,6,5.8
53011658,4,6.75,3.2
53004748,6.6,7.25,4.4
53000685,6.8,7,6.6
53011991,6.4,6.25,5.6
53012892,6,7.5,4.2
53002778,5.8,5.75,2.8
53013060,7.2,6,4.4
53001046,7.2,6.75,3
53004373,6.4,5,3.2
53011626,6.8,6.5,4.4
53005673,9,5.75,4.8
53000833,6.2,6.5,2.8
53011474,8.6,7.5,6
53004761,5.2,6.75,2.6
53006621,7.4,6.5,4.2
53014241,9.2,6.75,6.8
53010998,8,7.25,5.8
53013334,7,7.75,5.4
53013183,6.8,6.25,4.6
53002629,5,6.5,2.8
53002001,7.6,7.5,2.6
53000807,6.2,6.5,2.2
53013708,5,6.5,3.4
53007043,8.8,8.5,7.4
53011149,7.2,6.25,5.2
53002948,5.4,5.75,3.2
53009453,7.6,8,5.4
53005785,7,7,2.4
53004472,7,6.75,4
53005923,7.6,8,5.6
53003970,7.4,7.5,5.8
53011877,8,7.25,5.4
53003455,7,7.5,7.6
53003933,8.6,7.75,7.2
53003370,7.6,8,5.6
53000732,7.8,7.5,6.2
53005875,8.2,6,3.4
53001170,8.2,7.5,4.4
53004650,8.4,6.25,4.4
53011682,5,5.75,3.2
53007068,9,7.5,5.4
53010535,5.2,7,5
53006091,8.2,6,6.6
53013468,6,7.25,5
53011324,7.4,7.5,4.8
53001251,7.8,7,5.6
53007254,7.4,7.5,7.4
53000376,8.8,6.25,5.6
53010936,8,6.75,5
53007207,7.8,7.25,8
53000341,6.2,7.25,3.8
